hs1	156737527	156770269	PRCC
hs1	156776903	156786542	SH2D2A
hs1	156785535	156851461	NTRK1
hs1	156810660	156828431	INSRR
hs1	15819422	15850720	CASP9
hs1	159174699	159176238	DARC
hs1	160313167	160328061	NCSTN
hs1	160385601	160395166	VANGL2
hs1	161494447	161496359	HSPA6
hs1	162467714	162492340	UHMK1
hs1	16268395	16274988	ZBTB17
hs1	162688833	162750036	DDR2
hs1	163295840	163325259	NUF2
hs1	1634330	1654262	CDK11A
hs1	16451672	16482445	EPHA2
hs1	165370498	165414166	RXRG
hs1	165797058	165877059	UCK2
hs1	167190103	167385323	POU2F1
hs1	169822822	169857981	SCYL3
hs1	169890808	170043652	KIFAP3
hs1	172628340	172635156	FASLG
hs1	17345353	17380538	SDHB
hs1	174969263	174979215	CACYBP
hs1	175914236	176176150	RFWD2
hs1	179076851	179198573	ABL2
hs1	182544525	182555924	RNASEL
hs1	182992745	183111923	LAMC1
hs1	183155465	183212532	LAMC2
hs1	183592538	183604794	ARPC5
hs1	1846672	1848669	CALML6
hs1	186283069	186344785	TPR
hs1	186643483	186649456	PTGS2
hs1	193091329	193219883	CDC73
hs1	198201677	198288657	NEK7
hs1	1982043	2116464	PRKCZ
hs1	201980263	201984454	ELF3
hs1	202117719	202130708	PTPN7
hs1	202163057	202288339	LGR6
hs1	202698162	202777366	KDM5B
hs1	20302192	20305306	PLA2G2A
hs1	203097968	203135027	ADORA1
hs1	204159588	204162013	KISS1
hs1	204393759	204438926	PIK3C2B
hs1	204494624	204518807	MDM4
hs1	205057868	205091051	RBBP5
hs1	205116684	205180683	DSTYK
hs1	205272576	205290884	NUAK2
hs1	205492300	205500548	CDK18
hs1	205538192	205569621	MFSD4
hs1	205585661	205593009	ELK4
hs1	206646552	206669520	IKBKE
hs1	206680923	206760342	RASSF5
hs1	206809025	206822307	DYRK3
hs1	206858707	206906062	MAPKAPK2
hs1	20960158	20977181	PINK1
hs1	209768313	209786235	CAMK1G
hs1	209788614	209824334	LAMB3
hs1	211526580	211546038	TRAF5
hs1	211836766	211848833	NEK2
hs1	212459422	212534112	PPP2R5A
hs1	213224737	213445982	RPS6KC1
hs1	214454596	214510147	SMYD2
hs1	214531263	214638145	PTPN14
hs1	218520042	218614704	TGFB2
hs1	21924156	21978219	RAP1GAP
hs1	220702128	220835507	MARK1
hs1	221875752	221913083	DUSP10
hs1	223283795	223286366	TLR5
hs1	223900280	223962606	CAPN2
hs1	223968514	224033428	TP53BP2
hs1	22404962	22418025	CDC42
hs1	22446541	22469436	WNT4
hs1	226074425	226076821	LEFTY1
hs1	226125139	226128895	LEFTY2
hs1	226549140	226595690	PARP1
hs1	226822370	226925158	ITPKB
hs1	227068324	227083279	PSEN2
hs1	227149082	227174436	ADCK3
hs1	227181967	227504882	CDC42BPA
hs1	227920091	227923136	JMJD4
hs1	228109159	228135601	WNT9A
hs1	228194803	228248014	WNT3A
hs1	228399438	228566527	OBSCN
hs1	22895752	22928296	EPHA8
hs1	23101646	23240362	EPHB2
hs1	231502127	231557633	EGLN1
hs1	23345985	23409856	KDM1A
hs1	23836325	23857339	E2F2
hs1	23885419	23885947	ID3
hs1	24069871	24086092	TCEB3
hs1	241661126	241683076	FH
hs1	242013726	242052901	EXO1
hs1	243663005	244006509	AKT3
hs1	245912854	246670557	SMYD3
hs1	2460823	2461616	HES5
hs1	26212212	26231220	STMN1
hs1	26440798	26449058	PDIK1L
hs1	26504003	26516036	CNKSR1
hs1	26856361	26900961	RPS6KA1
hs1	27022856	27107280	ARID1A
hs1	27189702	27190446	SFN
hs1	27681765	27693132	MAP3K6
hs1	27734681	27755399	WASF2
hs1	27939423	27950434	FGR
hs1	28218654	28241213	RPA2
hs1	28586342	28607330	SESN2
hs1	29563145	29652201	PTPRU
hs1	32739797	32751317	LCK
hs1	32757712	32798691	HDAC1
hs1	32828301	32829853	TSSK3
hs1	33116854	33146196	RBBP4
hs1	3598900	3649656	TP73
hs1	36186475	36235518	CLSPN
hs1	36807314	36826937	STK40
hs1	36931687	36945125	CSF3R
hs1	3774163	3800303	DFFB
hs1	38078425	38095626	RSPO1
hs1	38158348	38174076	CDCA8
hs1	38181542	38230745	EPHA10
hs1	39957595	39991469	BMP8A
hs1	40226089	40254224	BMP8B
hs1	40363042	40367580	MYCL1
hs1	43392710	43424373	SLC2A1
hs1	43766703	43788417	TIE1
hs1	43803468	43818443	MPL
hs1	43824826	43828800	CDC20
hs1	44010730	44087700	PTPRF
hs1	44118845	44170041	KDM4A
hs1	44679416	44686320	DMAP1
hs1	44877768	45116471	RNF220
hs1	45205578	45232870	KIF2C
hs1	45266221	45271349	PLK3
hs1	45286280	45308628	PTCH2
hs1	45794976	45806010	MUTYH
hs1	45805528	45809372	TOE1
hs1	45810510	45923456	TESK2
hs1	46269541	46501728	MAST2
hs1	46509343	46642142	PIK3R3
hs1	46714018	46743952	RAD54L
hs1	47024209	47059860	MKNK1
hs1	51436039	51439941	CDKN2C
hs1	52698852	52811892	ZFYVE9
hs1	52838851	52867908	ORC1
hs1	55534687	55680825	USP24
hs1	57111046	57173386	PRKAA2
hs1	5923323	6046349	NPHP4
hs1	59247745	59248729	JUN
hs1	6161946	6240104	CHD5
hs1	64239972	64644517	ROR1
hs1	65210736	65296668	RAVER2
hs1	65300231	65352003	JAK1
hs1	68151138	68153460	GADD45A
hs1	68171132	68173383	GNG12
hs1	74663913	75009688	FPGT-TNNI3K
hs1	78163000	78207432	USP33
hs1	8022829	8045114	PARK7
hs1	84543970	84700987	PRKACB
hs1	89150226	89299130	PKN2
hs1	91967269	91989992	CDC7
hs1	92428271	92479857	BRDT
hs1	9770512	9787103	PIK3CD
hs1	9790484	9883849	CLSTN1
hs1	9910743	9943838	CTNNBIP1
hs2	10198971	10220060	CYS1
hs2	102314474	102507729	MAP4K4
hs2	102625009	102644854	IL1R2
hs2	10262824	10269513	RRM2
hs2	102774153	102793219	IL1R1
hs2	10580848	10585167	ODC1
hs2	106471518	106509631	NCK2
hs2	109336037	109400390	RANBP2
hs2	110881366	110962570	NPHP1
hs2	111395539	111435619	BUB1
hs2	111881321	111921819	BCL2L11
hs2	112524494	112638401	ANAPC1
hs2	112656281	112786438	MERTK
hs2	11323503	11484311	ROCK2
hs2	113976086	114036018	PAX8
hs2	11586564	11606011	E2F6
hs2	119988509	120021050	STEAP3
hs2	120997603	121050836	RALB
hs2	121103734	121107441	INHBB
hs2	121554820	121748303	GLI2
hs2	128015170	128051703	ERCC3
hs2	128065153	128100762	MAP3K2
hs2	128175984	128186519	PROC
hs2	12858432	12880920	TRIB2
hs2	135722391	135782265	YSK4
hs2	136598401	136633942	MCM6
hs2	136872437	136875682	CXCR4
hs2	145146384	145274940	ZEB2
hs2	148602596	148684842	ACVR2A
hs2	148693077	148733559	ORC4
hs2	154334734	154335094	RPRM
hs2	158390428	158485180	ACVR1C
hs2	158594041	158656033	ACVR1
hs2	16080707	16086213	MYCN
hs2	16080707	16082630	MYCNOS
hs2	162849782	162930548	DPP4
hs2	168811981	169104018	STK39
hs2	169659109	169721480	NOSTRIN
hs2	169690724	169746029	SPC25
hs2	169985171	170218930	LRP2
hs2	170336031	170382210	BBS5
hs2	171034737	171509631	MYO3B
hs2	171850288	172016988	TLK1
hs2	172778953	172848265	HAT1
hs2	173292487	173368979	ITGA6
hs2	173420792	173460697	PDK1
hs2	173600682	173916494	RAPGEF4
hs2	174034513	174131468	MLK7-AS1
hs2	175213223	175260374	CIR1
hs2	175939335	176001214	ATF2
hs2	179391737	179682327	TTN
hs2	183699572	183731341	FRZB
hs2	187455064	187542031	ITGAV
hs2	190306200	190340141	WDR75
hs2	190656534	190742162	PMS1
hs2	191835375	191874730	STAT1
hs2	19552034	19553559	OSR1
hs2	197002169	197028107	STK17B
hs2	201397697	201448238	SGOL2
hs2	201718027	201728948	CLK1
hs2	201776005	201822859	ORC2
hs2	201994587	202028695	CFLAR
hs2	202050499	202093806	CASP10
hs2	202122953	202152248	CASP8
hs2	202252723	202344897	STRADB
hs2	202671386	202755631	CDK15
hs2	202899369	202901085	FZD7
hs2	203242145	203424669	BMPR2
hs2	208420355	208461782	CREB1
hs2	208631620	208633514	FZD5
hs2	20866998	20871208	GDF7
hs2	209101786	209116275	IDH1
hs2	209136242	209220031	PIKFYVE
hs2	210517893	210595120	MAP2
hs2	212248338	213403273	ERBB4
hs2	215593398	215674334	BARD1
hs2	216226252	216300571	FN1
hs2	217498355	217528827	IGFBP2
hs2	217541472	217559509	IGFBP5
hs2	219537533	219566731	STK36
hs2	219688392	219696536	PRKAG3
hs2	219724739	219738576	WNT6
hs2	219745712	219758048	WNT10A
hs2	219919897	219925188	IHH
hs2	220110703	220113281	STK16
hs2	220299653	220362961	SPEG
hs2	222290716	222436983	EPHA4
hs2	227659724	227663452	IRS1
hs2	227872039	228012224	COL4A4
hs2	231624712	231683418	CAB39
hs2	233415378	233445837	EIF4E2
hs2	233925135	234115437	INPP5D
hs2	234263215	234378121	DGKD
hs2	235404404	235405229	ARL4C
hs2	237489107	237490181	CXCR7
hs2	239974751	240274443	HDAC4
hs2	242045909	242082445	PASK
hs2	242312521	242433601	FARP2
hs2	242432336	242447983	STK25
hs2	24300447	24307195	TP53I3
hs2	27009053	27016147	CENPA
hs2	27245085	27249242	MAPRE3
hs2	27440399	27466399	CAD
hs2	27656139	27664687	NRBP1
hs2	27665240	27669234	KRTCAP3
hs2	27667282	27712560	IFT172
hs2	28974852	29022177	PPP1CB
hs2	29416088	30143551	ALK
hs2	33172391	33623612	LTBP1
hs2	33740177	33787859	RASGRP3
hs2	37334414	37374950	EIF2AK2
hs2	37480318	37543666	PRKD3
hs2	39212963	39347580	SOS1
hs2	39403125	39456672	CDKL4
hs2	39477741	39664140	MAP4K3
hs2	42275730	42284845	PKDCC
hs2	42396703	42557342	EML4
hs2	42578357	42588325	COX7A2L
hs2	44428337	44471525	PPM1B
hs2	45879238	46412020	PRKCE
hs2	46525002	46611798	EPAS1
hs2	46770148	46808221	RHOQ
hs2	47380080	47403675	CALM2
hs2	47596134	47613804	EPCAM
hs2	47630315	47739572	MSH2
hs2	48010322	48034036	MSH6
hs2	58275656	58386827	VRK2
hs2	61108919	61149664	REL
hs2	61705953	61761031	XPO1
hs2	65455006	65495868	ACTR2
hs2	68384591	68483277	PPP3R1
hs2	69092761	69098490	BMP10
hs2	69702986	69870210	AAK1
hs2	70142437	70165416	MXD1
hs2	70676684	70780939	TGFA
hs2	73441352	73453147	SMYD5
hs2	73613081	73836777	ALMS1
hs2	75061677	75118068	HK2
hs2	79878672	80874996	CTNNA2
hs2	85360867	85536585	TCF7L1
hs2	85621987	85629316	CAPG
hs2	85839391	85875967	USP39
hs2	86669113	86719262	KDM3A
hs2	8822294	8823061	ID2
hs2	88367382	88411688	SMYD1
hs2	88857252	88926544	EIF2AK3
hs2	9630304	9695746	ADAM17
hs2	96809518	96811132	DUSP2
hs2	98340460	98356019	ZAP70
hs2	99136444	99204071	INPP4A
hs3	100432528	100467375	TFG
hs3	10070312	10142969	FANCD2
hs3	10183514	10191649	VHL
hs3	10206624	10283916	IRAK2
hs3	105377812	105588266	CBLB
hs3	107766074	107809756	CD47
hs3	107881322	107941183	IFT57
hs3	111394091	111564808	PLCXD2
hs3	111451430	111693410	PHLDB2
hs3	112935030	113005709	BOC
hs3	1134418	1445112	CNTN6
hs3	119545607	119812297	GSK3B
hs3	121489190	121547817	IQCB1
hs3	122247209	122283486	PARP9
hs3	122283246	122290619	DTX3L
hs3	122296513	122354944	PARP15
hs3	122399703	122447441	PARP14
hs3	123332950	123512688	MYLK
hs3	123798844	124438313	KALRN
hs3	12393071	12475643	PPARG
hs3	124449317	124462930	UMPS
hs3	125166585	125239049	SNX4
hs3	12598601	12623751	MKRN2
hs3	12626011	12660219	RAF1
hs3	127317251	127340621	MCM2
hs3	127783869	127842616	RUVBL1
hs3	128199860	128205879	GATA2
hs3	129247575	129252566	RHO
hs3	130398157	130464060	PIK3R4
hs3	130748551	131068618	NEK11
hs3	132363631	132441246	NPHP3
hs3	133320092	133379989	TOPBP1
hs3	133876991	133969362	RYK
hs3	134197430	134201757	ANAPC13
hs3	134514350	134977968	EPHB1
hs3	13522170	13546182	HDAC11
hs3	136057046	136349785	STAG1
hs3	136646842	136667294	NCK1
hs3	138091699	138121121	MRAS
hs3	138374229	138478185	PIK3CB
hs3	13860439	13921322	WNT7A
hs3	138664372	138665569	FOXL2
hs3	141205979	141331199	RASA2
hs3	141497125	141535889	GRK7
hs3	141669403	141820643	TFDP2
hs3	14187439	14220136	XPC
hs3	142168269	142297577	ATR
hs3	150804701	151150626	MED12L
hs3	155588585	155655490	GMPS
hs3	156395485	156422771	TIPARP
hs3	168802695	169381201	MECOM
hs3	169940446	170020931	PRKCI
hs3	170781650	171177884	TNIK
hs3	171320866	171455840	PLD1
hs3	172224198	172241174	TNFSF10
hs3	176743238	176782796	TBL1XR1
hs3	178742803	178785537	ZMAT3
hs3	178916583	178952152	PIK3CA
hs3	182897109	183145787	MCF2L2
hs3	183853150	184402338	EIF2B5
hs3	183873422	183888564	DVL3
hs3	184098075	184107244	CHRD
hs3	184280118	184299416	EPHB3
hs3	185003351	185200253	MAP3K13
hs3	185300341	185347661	SENP2
hs3	185867866	186038275	DGKG
hs3	186501353	186507058	EIF4A2
hs3	186507744	186522502	RFC4
hs3	187440244	187451481	BCL6
hs3	189349274	189612289	TP63
hs3	190026064	190040003	CLDN1
hs3	190282049	190374390	IL1RAP
hs3	191861795	192445035	FGF12
hs3	193854162	193856024	HES1
hs3	195590994	195623130	TNK2
hs3	196509516	196555293	PAK2
hs3	20082122	20194017	KAT2B
hs3	20202512	20225518	SGOL1
hs3	239328	447392	CHL1
hs3	25215887	25638107	RARB
hs3	25639796	25705814	TOP2B
hs3	2613153	3097914	CNTN4
hs3	27152725	27394398	NEK10
hs3	30648361	30733121	TGFBR2
hs3	36756817	36780137	DCLK3
hs3	37035035	37092217	MLH1
hs3	38180145	38182777	MYD88
hs3	38207341	38294405	OXSR1
hs3	38495810	38524822	ACVR2B
hs3	38537819	38583485	EXOG
hs3	41265505	41291082	CTNNB1
hs3	41288390	41996250	ULK4
hs3	43344694	43390049	SNRK
hs3	4344987	4358209	SETMAR
hs3	44803306	44894256	KIF15
hs3	46306619	46307711	CCR3
hs3	47058581	47205439	SETD2
hs3	48200433	48229461	CDC25A
hs3	48264981	48266913	CAMP
hs3	48510383	48541460	SHISA5
hs3	48725704	48752905	IP6K2
hs3	48788714	48885078	PRKAR2A
hs3	48965080	49020727	ARIH2
hs3	49158657	49170322	LAMB2
hs3	49397640	49413021	RHOA
hs3	49721459	49726137	MST1
hs3	49764553	49785471	IP6K1
hs3	49896702	49899852	CAMKV
hs3	49924738	49941042	MST1R
hs3	50368010	50378291	RASSF1
hs3	50654955	50685477	MAPKAPK3
hs3	51976654	51982531	PARP3
hs3	52084829	52090230	DUSP7
hs3	52255231	52259603	TLR9
hs3	52436282	52443935	BAP1
hs3	52582057	52713748	PBRM1
hs3	52745777	52804776	NEK4
hs3	53212375	53226282	PRKCD
hs3	55504068	55521089	WNT5A
hs3	55717813	56469027	ERC2
hs3	57261877	57303715	APPL1
hs3	57994290	58156489	FLNB
hs3	58318698	58410687	PXK
hs3	61547942	62278982	PTPRG
hs3	64084725	64184602	PRICKLE2
hs3	69788739	70014398	MITF
hs3	89156881	89528659	EPHA3
hs3	93699235	93772129	ARL13B
hs3	9470596	9520350	SETD5
hs3	96533466	97467548	EPHA6
hs3	97486950	97516940	ARL6
hs3	9791969	9829465	OGG1
hs3	9799173	9809452	CAMK1
hs3	9834664	9855063	ARPC4
hs3	9852265	9877172	TTLL3
hs4	101947020	102268033	PPP3CA
hs4	103446634	103537751	NFKB1
hs4	104027364	104119508	CENPE
hs4	105393439	105412451	CXXC4
hs4	106290835	106395248	PPA2
hs4	106967720	107230115	TBCK
hs4	107845109	108109650	DKK2
hs4	108969806	109088922	LEF1
hs4	110610484	110624591	CASP6
hs4	110834490	110932608	EGF
hs4	111539279	111554191	PITX2
hs4	113298894	113362260	ALPK1
hs4	113825599	114302794	ANK2
hs4	114375608	114682252	CAMK2D
hs4	1205999	1243506	CTBP1
hs4	120981271	120987913	MAD2L1
hs4	122738755	122744796	CCNA2
hs4	122747013	122791510	BBS7
hs4	123747870	123813550	FGF2
hs4	128802214	128819704	PLK4
hs4	129752878	129793408	PHF17
hs4	140432815	140477331	SETD7
hs4	140640475	141074521	MAML3
hs4	144258316	144390401	GAB1
hs4	145567826	145659109	HHIP
hs4	145916523	146017254	ANAPC10
hs4	146435764	146479085	SMAD1
hs4	151000149	151177398	DCLK2
hs4	153244031	153332953	FBXW7
hs4	154624058	154626401	TLR2
hs4	154702601	154710036	SFRP2
hs4	160025295	160279337	RAPGEF2
hs4	166795055	167022028	TLL1
hs4	170315606	170523783	NEK1
hs4	175896636	175899134	ADAM29
hs4	177605074	177713371	VEGFC
hs4	1794992	1809465	FGFR3
hs4	185550424	185564359	CASP3
hs4	186168460	186290989	SNX25
hs4	186288305	186299347	LRP2BP
hs4	186997772	187006025	TLR3
hs4	1902376	1980635	WHSC1
hs4	2233652	2242682	HAUS3
hs4	23797435	23891613	PPARGC1A
hs4	25235739	25278808	PI4K2B
hs4	25379048	25420003	ANAPC4
hs4	26274254	26432626	RBPJ
hs4	2965653	3042385	GRK4
hs4	38798090	38800472	TLR1
hs4	39290361	39367919	RFC1
hs4	41747812	41750625	PHOX2B
hs4	48069626	48136238	TXK
hs4	48139413	48230630	TEC
hs4	5053555	5500860	STK32B
hs4	52890121	52899805	SGCB
hs4	54327072	54440202	LNX1
hs4	54876225	54930527	CHIC2
hs4	54966457	54968086	GSX2
hs4	55124892	55161438	PDGFRA
hs4	55524153	55604723	KIT
hs4	55946106	55991487	KDR
hs4	66189823	66535416	EPHA5
hs4	74606346	74608233	IL8
hs4	75230997	75250544	EREG
hs4	75311031	75320634	AREG
hs4	75480807	75488125	AREGB
hs4	75673243	75719563	BTC
hs4	76407746	76439510	RCHY1
hs4	76507014	76551171	CDKL2
hs4	78079684	78106315	CCNG2
hs4	79697609	79833170	BMP2K
hs4	81187862	81207822	FGF5
hs4	82010848	82126195	PRKG2
hs4	83740225	83812332	SEC31A
hs4	843450	926022	GAK
hs4	86938379	87115581	MAPK10
hs4	87556405	87735716	PTPN13
hs4	88928811	88996845	PKD2
hs4	954368	973373	DGKQ
hs4	95972825	96075823	BMPR1B
hs4	973253	986032	SLC26A1
hs4	980804	998234	IDUA
hs4	99802174	99850314	EIF4E
hs5	1009083	1038785	NKD2
hs5	108133882	108523276	FER
hs5	110560160	110820164	CAMK4
hs5	112043413	112179812	APC
hs5	112214446	112257948	REEP5
hs5	112362997	112824226	MCC
hs5	112769431	112770523	TSSK1B
hs5	122425652	122522898	PRDM6
hs5	122881356	122950123	CSNK1G3
hs5	131893015	131978893	RAD50
hs5	132032288	132073210	KIF3A
hs5	133450640	133482210	TCF7
hs5	133493380	133561561	SKP1
hs5	133533437	133561561	PPP2CA
hs5	133541611	133702214	CDKL3
hs5	133707247	133726044	UBE2B
hs5	133861347	133915016	PHF15
hs5	135489448	135522916	SMAD5
hs5	13692091	13944579	DNAH5
hs5	137419751	137427189	WNT8A
hs5	137524665	137549001	CDC23
hs5	137621379	137673710	CDC25C
hs5	137688591	137771409	KDM3B
hs5	137801449	137803770	EGR1
hs5	138117604	138269777	CTNNA1
hs5	139227548	139422719	NRG2
hs5	139714235	139725950	HBEGF
hs5	140011439	140012714	CD14
hs5	141001008	141016386	HDAC3
hs5	14143907	14508530	TRIO
hs5	141974853	141993692	FGF1
hs5	146619162	146764032	STK32A
hs5	147204186	147211179	SPINK1
hs5	147692015	147695268	SPINK7
hs5	148876358	148930527	CSNK1A1
hs5	149433610	149466026	CSF1R
hs5	149495297	149516650	PDGFRB
hs5	149602184	149669217	CAMK2A
hs5	156607852	156679712	ITK
hs5	159849303	159855708	PTTG1
hs5	161112942	161128798	GABRA6
hs5	162866246	162870753	CCNG1
hs5	169015419	169031210	CCDC99
hs5	170814920	170837609	NPM1
hs5	170847144	170883855	FGF18
hs5	171295637	171433505	FBXW11
hs5	171471884	171615045	STK10
hs5	172195763	172198011	DUSP1
hs5	176069735	176072984	EIF4E1B
hs5	176307995	176323172	HK3
hs5	176516587	176524676	FGFR4
hs5	176562103	176722436	NSD1
hs5	176853839	176868841	GRK6
hs5	178030616	178050417	CLK4
hs5	179159845	179218878	MAML1
hs5	179663382	179707561	MAPK9
hs5	180030170	180076576	FLT4
hs5	23509115	23527916	PRDM9
hs5	36152307	36184112	SKP2
hs5	37815751	37835807	GDNF
hs5	38942381	39074515	RICTOR
hs5	39107495	39203091	FYB
hs5	40762878	40798291	PRKAA1
hs5	41313717	41510637	PLCXD3
hs5	44305095	44388783	FGF10
hs5	49962913	50137911	PARP8
hs5	52285269	52386449	ITGA2
hs5	52776602	52781888	FST
hs5	55236908	55272134	IL6ST
hs5	56111341	56189506	MAP3K1
hs5	57750408	57755831	PLK2
hs5	58270489	59481464	PDE4D
hs5	65892467	66462869	MAST4
hs5	6737635	6755080	PAPD7
hs5	67522502	67593427	PIK3R1
hs5	68463009	68473464	CCNB1
hs5	68530774	68573007	CDK7
hs5	75699359	76003141	IQGAP2
hs5	79331343	79378993	THBS4
hs5	79729940	79773196	ZFYVE16
hs5	79950501	80171685	MSH3
hs5	80256521	80521603	RASGRF2
hs5	80716277	81046889	SSBP2
hs5	82937313	82969352	HAPLN1
hs5	86564267	86686718	RASA1
hs5	86690221	86708613	CCNH
hs5	88018419	88119642	MEF2C
hs5	96498763	96518921	RIOK2
hs6	106960210	107016454	AIM1
hs6	10764683	10830891	MAK
hs6	108882410	108986041	FOXO3
hs6	109308728	109415276	SESN1
hs6	110935736	111136338	CDK19
hs6	11185393	11306289	NEDD9
hs6	111880606	111922467	TRAF3IP2
hs6	111982940	112041254	FYN
hs6	112430638	112575410	LAMA4
hs6	114262176	114292370	HDAC2
hs6	116263575	116381474	FRK
hs6	117609653	117746819	ROS1
hs6	129204385	129837491	LAMA2
hs6	133595874	133852414	EYA4
hs6	134491404	134638624	SGK1
hs6	136878864	137113401	MAP3K5
hs6	138192341	138202493	TNFAIP3
hs6	138413177	138428484	PERP
hs6	149691123	149730855	TAB2
hs6	150209632	150212057	RAET1E
hs6	150341259	150346625	RAET1L
hs6	152129033	152446502	ESR1
hs6	15246731	15520442	JARID2
hs6	154360294	154567933	OPRM1
hs6	160157251	160176637	WTAP
hs6	160390336	160526112	IGF2R
hs6	1610788	1612341	FOXC1
hs6	161412913	161537951	MAP3K4
hs6	161771125	163148756	PARK2
hs6	166826192	167275687	RPS6KA2
hs6	169617859	169650913	THBS2
hs6	170591903	170599354	DLL1
hs6	18160105	18222241	KDM1B
hs6	19837924	19838897	ID4
hs6	20402407	20490681	E2F3
hs6	24777438	24786025	GMNN
hs6	2671497	2749528	MYLK4
hs6	27834625	27835306	HIST1H1B
hs6	30695846	30710137	FLOT1
hs6	3077056	3113573	RIPK1
hs6	30852941	30867902	DDR1
hs6	31543461	31545312	TNF
hs6	31633186	31637718	CSNK2B
hs6	31777822	31779734	HSPA1L
hs6	31783509	31785453	HSPA1A
hs6	31795726	31797638	HSPA1B
hs6	31847859	31865006	EHMT2
hs6	31939772	31948863	STK19
hs6	32163180	32191657	NOTCH4
hs6	32937051	32948495	BRD2
